,image1,image2,label
564,demo\Data\LFW_Demo\Jeffrey_Immelt_0001.jpg,demo\Data\LFW_Demo\Jeffrey_Immelt_0002.jpg,1
478,demo\Data\LFW_Demo\Vladimir_Putin_0007.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0009.jpg,1
2119,demo\Data\LFW_Demo\Prakash_Hinduja_0001.jpg,demo\Data\LFW_Demo\Steve_Coterill_0001.jpg,0
4782,demo\Data\LFW_Demo\Vladimir_Putin_0018.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0047.jpg,1
1203,demo\Data\LFW_Demo\Guillermo_Coria_0014.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0021.jpg,1
1224,demo\Data\LFW_Demo\Matthew_Broderick_0002.jpg,demo\Data\LFW_Demo\Matthew_Broderick_0001.jpg,1
142,demo\Data\LFW_Demo\Vladimir_Putin_0008.jpg,demo\Data\LFW_Demo\Alejandro_Toledo_0010.jpg,0
1801,demo\Data\LFW_Demo\Ann_Veneman_0011.jpg,demo\Data\LFW_Demo\Tony_Elias_0001.jpg,0
3400,demo\Data\LFW_Demo\Fujio_Cho_0003.jpg,demo\Data\LFW_Demo\Ariel_Sharon_0054.jpg,0
1671,demo\Data\LFW_Demo\Vladimir_Putin_0026.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0033.jpg,1
3235,demo\Data\LFW_Demo\Vladimir_Putin_0010.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0021.jpg,1
4035,demo\Data\LFW_Demo\Wayne_Brady_0001.jpg,demo\Data\LFW_Demo\Donald_Rumsfeld_0083.jpg,0
605,demo\Data\LFW_Demo\Vladimir_Putin_0028.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0022.jpg,1
1194,demo\Data\LFW_Demo\Uma_Thurman_0001.jpg,demo\Data\LFW_Demo\Richard_Shelby_0001.jpg,0
1559,demo\Data\LFW_Demo\Andre_Agassi_0008.jpg,demo\Data\LFW_Demo\Andre_Agassi_0011.jpg,1
3131,demo\Data\LFW_Demo\Vladimir_Putin_0037.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0012.jpg,1
5192,demo\Data\LFW_Demo\Andre_Agassi_0019.jpg,demo\Data\LFW_Demo\Andre_Agassi_0024.jpg,1
1695,demo\Data\LFW_Demo\Sarah_Hughes_0002.jpg,demo\Data\LFW_Demo\Ben_Braun_0001.jpg,0
497,demo\Data\LFW_Demo\Gordon_Brown_0001.jpg,demo\Data\LFW_Demo\Laurie_Hobbs_0001.jpg,0
1608,demo\Data\LFW_Demo\Kimberly_Stewart_0001.jpg,demo\Data\LFW_Demo\Rafael_Vinoly_0001.jpg,0
1820,demo\Data\LFW_Demo\Vladimir_Putin_0033.jpg,demo\Data\LFW_Demo\Dale_Earnhardt_Jr_0003.jpg,0
6296,demo\Data\LFW_Demo\Jim_Ahern_0001.jpg,demo\Data\LFW_Demo\Michael_Douglas_0005.jpg,0
3027,demo\Data\LFW_Demo\Guillermo_Coria_0022.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0019.jpg,1
2868,demo\Data\LFW_Demo\Vladimir_Putin_0026.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0045.jpg,1
4128,demo\Data\LFW_Demo\Andre_Agassi_0019.jpg,demo\Data\LFW_Demo\Andre_Agassi_0029.jpg,1
721,demo\Data\LFW_Demo\Dalai_Lama_0002.jpg,demo\Data\LFW_Demo\Willis_Roberts_0001.jpg,0
6034,demo\Data\LFW_Demo\Vladimir_Putin_0028.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0014.jpg,1
1025,demo\Data\LFW_Demo\Guillermo_Coria_0014.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0011.jpg,1
6233,demo\Data\LFW_Demo\Steve_Spurrier_0001.jpg,demo\Data\LFW_Demo\Mohammad_Fares_0001.jpg,0
1295,demo\Data\LFW_Demo\Ed_Mekertichian_0001.jpg,demo\Data\LFW_Demo\Heizo_Takenaka_0003.jpg,0
1496,demo\Data\LFW_Demo\Laura_Ziskin_0001.jpg,demo\Data\LFW_Demo\Christian_Gimenez_0001.jpg,0
3977,demo\Data\LFW_Demo\Richard_Paul_Evans_0001.jpg,demo\Data\LFW_Demo\Jacques_Chirac_0047.jpg,0
1520,demo\Data\LFW_Demo\Donatella_Versace_0001.jpg,demo\Data\LFW_Demo\George_W_Bush_0149.jpg,0
1634,demo\Data\LFW_Demo\Oswald_Gruebel_0001.jpg,demo\Data\LFW_Demo\Queen_Elizabeth_II_0010.jpg,0
2414,demo\Data\LFW_Demo\Raza_Rabbani_0001.jpg,demo\Data\LFW_Demo\Mike_Alden_0001.jpg,0
3674,demo\Data\LFW_Demo\Mel_Brooks_0002.jpg,demo\Data\LFW_Demo\Mel_Brooks_0001.jpg,1
5659,demo\Data\LFW_Demo\Walter_Woods_0001.jpg,demo\Data\LFW_Demo\Leonardo_Fernandez_0001.jpg,0
2462,demo\Data\LFW_Demo\Sarah_Hughes_0002.jpg,demo\Data\LFW_Demo\David_Obey_0001.jpg,0
3550,demo\Data\LFW_Demo\Vladimir_Putin_0018.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0033.jpg,1
5286,demo\Data\LFW_Demo\Vladimir_Putin_0002.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0032.jpg,1
1302,demo\Data\LFW_Demo\Andre_Agassi_0010.jpg,demo\Data\LFW_Demo\Amanda_Coetzer_0001.jpg,0
108,demo\Data\LFW_Demo\Saddam_Hussein_0021.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0015.jpg,1
1351,demo\Data\LFW_Demo\Saddam_Hussein_0006.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0023.jpg,1
5873,demo\Data\LFW_Demo\Saddam_Hussein_0004.jpg,demo\Data\LFW_Demo\Serena_Williams_0031.jpg,0
3418,demo\Data\LFW_Demo\Guillermo_Coria_0017.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0011.jpg,1
5233,demo\Data\LFW_Demo\Sarah_Weddington_0001.jpg,demo\Data\LFW_Demo\Jean-Patrick_Nazon_0001.jpg,0
2350,demo\Data\LFW_Demo\Pedro_Almodovar_0001.jpg,demo\Data\LFW_Demo\Anibal_Ibarra_0003.jpg,0
931,demo\Data\LFW_Demo\Andre_Agassi_0018.jpg,demo\Data\LFW_Demo\Bernard_Kerik_0001.jpg,0
336,demo\Data\LFW_Demo\Vladimir_Putin_0021.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0005.jpg,1
5753,demo\Data\LFW_Demo\Sourav_Ganguly_0005.jpg,demo\Data\LFW_Demo\Catherine_Zeta-Jones_0009.jpg,0
3770,demo\Data\LFW_Demo\Erika_Reyes_0001.jpg,demo\Data\LFW_Demo\David_Dodge_0002.jpg,0
3426,demo\Data\LFW_Demo\Andre_Agassi_0030.jpg,demo\Data\LFW_Demo\Andre_Agassi_0035.jpg,1
937,demo\Data\LFW_Demo\Pedro_Almodovar_0001.jpg,demo\Data\LFW_Demo\George_W_Bush_0401.jpg,0
5642,demo\Data\LFW_Demo\Vladimir_Putin_0007.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0027.jpg,1
3499,demo\Data\LFW_Demo\Sourav_Ganguly_0003.jpg,demo\Data\LFW_Demo\Augustin_Calleri_0003.jpg,0
3023,demo\Data\LFW_Demo\Guillermo_Coria_0013.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0009.jpg,1
6435,demo\Data\LFW_Demo\Stepan_Demirchian_0001.jpg,demo\Data\LFW_Demo\Colin_Powell_0231.jpg,0
2375,demo\Data\LFW_Demo\Vladimir_Putin_0032.jpg,demo\Data\LFW_Demo\Serena_Williams_0047.jpg,0
6452,demo\Data\LFW_Demo\Gordon_Brown_0010.jpg,demo\Data\LFW_Demo\Gordon_Brown_0008.jpg,1
3941,demo\Data\LFW_Demo\Vladimir_Putin_0049.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0047.jpg,1
724,demo\Data\LFW_Demo\Saddam_Hussein_0017.jpg,demo\Data\LFW_Demo\Lech_Walesa_0002.jpg,0
765,demo\Data\LFW_Demo\Bruce_Springsteen_0002.jpg,demo\Data\LFW_Demo\Carlos_Beltran_0001.jpg,0
286,demo\Data\LFW_Demo\Guillermo_Coria_0015.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0007.jpg,1
5114,demo\Data\LFW_Demo\Martin_Howard_0001.jpg,demo\Data\LFW_Demo\Bob_Colvin_0001.jpg,0
4299,demo\Data\LFW_Demo\Jim_Zorn_0001.jpg,demo\Data\LFW_Demo\Carly_Fiorina_0001.jpg,0
307,demo\Data\LFW_Demo\Moby_0001.jpg,demo\Data\LFW_Demo\William_Bulger_0003.jpg,0
3479,demo\Data\LFW_Demo\Jonathan_Edwards_0007.jpg,demo\Data\LFW_Demo\Carlos_Mesa_0002.jpg,0
5460,demo\Data\LFW_Demo\Markus_Beyer_0001.jpg,demo\Data\LFW_Demo\Martin_Gecht_0001.jpg,0
5106,demo\Data\LFW_Demo\Manuel_Poggiali_0002.jpg,demo\Data\LFW_Demo\Doug_Melvin_0002.jpg,0
2574,demo\Data\LFW_Demo\Vladimir_Putin_0021.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0013.jpg,1
6494,demo\Data\LFW_Demo\Vladimir_Putin_0009.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0020.jpg,1
5951,demo\Data\LFW_Demo\Maggie_Cheung_0001.jpg,demo\Data\LFW_Demo\George_W_Bush_0445.jpg,0
2807,demo\Data\LFW_Demo\Walter_Woods_0001.jpg,demo\Data\LFW_Demo\Chris_Cirino_0001.jpg,0
1870,demo\Data\LFW_Demo\Andre_Agassi_0018.jpg,demo\Data\LFW_Demo\Andre_Agassi_0024.jpg,1
3907,demo\Data\LFW_Demo\Ann_Veneman_0005.jpg,demo\Data\LFW_Demo\Ann_Veneman_0011.jpg,1
4603,demo\Data\LFW_Demo\Amelie_Mauresmo_0002.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0041.jpg,0
5567,demo\Data\LFW_Demo\Yasser_Arafat_0001.jpg,demo\Data\LFW_Demo\Colin_Powell_0038.jpg,0
184,demo\Data\LFW_Demo\Vladimir_Putin_0039.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0003.jpg,1
71,demo\Data\LFW_Demo\Mike_Myers_0005.jpg,demo\Data\LFW_Demo\Mike_Myers_0004.jpg,1
3662,demo\Data\LFW_Demo\Andre_Agassi_0034.jpg,demo\Data\LFW_Demo\Andre_Agassi_0013.jpg,1
711,demo\Data\LFW_Demo\Andre_Agassi_0032.jpg,demo\Data\LFW_Demo\Andre_Agassi_0020.jpg,1
421,demo\Data\LFW_Demo\Harold_Brown_0001.jpg,demo\Data\LFW_Demo\Noah_Wyle_0001.jpg,0
1020,demo\Data\LFW_Demo\Richard_Virenque_0004.jpg,demo\Data\LFW_Demo\Patricia_Hearst_0001.jpg,0
3297,demo\Data\LFW_Demo\Vladimir_Putin_0024.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0005.jpg,1
3197,demo\Data\LFW_Demo\Vladimir_Putin_0024.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0006.jpg,1
2778,demo\Data\LFW_Demo\Saburo_Kawabuchi_0002.jpg,demo\Data\LFW_Demo\Arnie_Boehm_0001.jpg,0
737,demo\Data\LFW_Demo\Patricia_Medina_0001.jpg,demo\Data\LFW_Demo\Nicole_Kidman_0003.jpg,0
3660,demo\Data\LFW_Demo\Andre_Agassi_0006.jpg,demo\Data\LFW_Demo\Andre_Agassi_0008.jpg,1
1260,demo\Data\LFW_Demo\Nicolas_Massu_0001.jpg,demo\Data\LFW_Demo\Richard_Haass_0001.jpg,0
4693,demo\Data\LFW_Demo\Andre_Agassi_0012.jpg,demo\Data\LFW_Demo\Andre_Agassi_0013.jpg,1
2080,demo\Data\LFW_Demo\Jaqueline_Godoy_0001.jpg,demo\Data\LFW_Demo\Michael_Moore_0002.jpg,0
2944,demo\Data\LFW_Demo\Amelie_Mauresmo_0010.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0007.jpg,1
6414,demo\Data\LFW_Demo\Michael_Andretti_0001.jpg,demo\Data\LFW_Demo\Pedro_Alvarez_0001.jpg,0
6099,demo\Data\LFW_Demo\Vladimir_Putin_0034.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0028.jpg,1
6263,demo\Data\LFW_Demo\Vladimir_Putin_0045.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0003.jpg,1
5193,demo\Data\LFW_Demo\Adrian_Nastase_0001.jpg,demo\Data\LFW_Demo\Jennifer_Aniston_0009.jpg,0
1699,demo\Data\LFW_Demo\Muhammad_Ali_0004.jpg,demo\Data\LFW_Demo\Muhammad_Ali_0009.jpg,1
1210,demo\Data\LFW_Demo\Guillermo_Coria_0013.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0008.jpg,1
3481,demo\Data\LFW_Demo\Amelie_Mauresmo_0019.jpg,demo\Data\LFW_Demo\George_W_Bush_0458.jpg,0
1095,demo\Data\LFW_Demo\Fujio_Cho_0003.jpg,demo\Data\LFW_Demo\George_W_Bush_0419.jpg,0
3353,demo\Data\LFW_Demo\Vladimir_Putin_0006.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0003.jpg,1
4331,demo\Data\LFW_Demo\Guillermo_Coria_0024.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0004.jpg,1
6318,demo\Data\LFW_Demo\Paul_Martin_0004.jpg,demo\Data\LFW_Demo\Jason_Clermont_0001.jpg,0
3535,demo\Data\LFW_Demo\Andre_Agassi_0035.jpg,demo\Data\LFW_Demo\Tracy_McGrady_0002.jpg,0
2996,demo\Data\LFW_Demo\Vladimir_Putin_0026.jpg,demo\Data\LFW_Demo\Mike_Brey_0002.jpg,0
5347,demo\Data\LFW_Demo\Vladimir_Putin_0007.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0018.jpg,1
1612,demo\Data\LFW_Demo\Vladimir_Putin_0002.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0022.jpg,1
978,demo\Data\LFW_Demo\Vladimir_Putin_0025.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0015.jpg,1
5957,demo\Data\LFW_Demo\Saddam_Hussein_0017.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0014.jpg,1
4651,demo\Data\LFW_Demo\Muhammad_Ali_0003.jpg,demo\Data\LFW_Demo\Muhammad_Ali_0009.jpg,1
6394,demo\Data\LFW_Demo\Vladimir_Putin_0045.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0025.jpg,1
5591,demo\Data\LFW_Demo\Leisel_Jones_0001.jpg,demo\Data\LFW_Demo\Dewayne_White_0001.jpg,0
487,demo\Data\LFW_Demo\Jonathan_Edwards_0005.jpg,demo\Data\LFW_Demo\Jean_Charest_0008.jpg,0
4690,demo\Data\LFW_Demo\Amelie_Mauresmo_0019.jpg,demo\Data\LFW_Demo\Lance_Armstrong_0016.jpg,0
5781,demo\Data\LFW_Demo\Ann_Veneman_0005.jpg,demo\Data\LFW_Demo\George_W_Bush_0173.jpg,0
344,demo\Data\LFW_Demo\Saddam_Hussein_0003.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0011.jpg,1
6471,demo\Data\LFW_Demo\Richard_Virenque_0006.jpg,demo\Data\LFW_Demo\Richard_Virenque_0002.jpg,1
3807,demo\Data\LFW_Demo\Vladimir_Putin_0017.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0006.jpg,1
911,demo\Data\LFW_Demo\Amelie_Mauresmo_0004.jpg,demo\Data\LFW_Demo\Elinor_Caplan_0001.jpg,0
1041,demo\Data\LFW_Demo\Andre_Agassi_0028.jpg,demo\Data\LFW_Demo\Andre_Agassi_0032.jpg,1
47,demo\Data\LFW_Demo\Andre_Agassi_0033.jpg,demo\Data\LFW_Demo\Andre_Agassi_0010.jpg,1
6248,demo\Data\LFW_Demo\Iain_Duncan_Smith_0003.jpg,demo\Data\LFW_Demo\Annie-Jeanne_Reynaud_0001.jpg,0
5688,demo\Data\LFW_Demo\Saddam_Hussein_0017.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0008.jpg,1
1350,demo\Data\LFW_Demo\Oscar_Elias_Biscet_0002.jpg,demo\Data\LFW_Demo\Yoko_Ono_0004.jpg,0
443,demo\Data\LFW_Demo\Amelie_Mauresmo_0016.jpg,demo\Data\LFW_Demo\Yasser_Arafat_0004.jpg,0
5205,demo\Data\LFW_Demo\Jonathan_Edwards_0004.jpg,demo\Data\LFW_Demo\Ed_Rosenthal_0002.jpg,0
1061,demo\Data\LFW_Demo\Denise_Johnson_0002.jpg,demo\Data\LFW_Demo\Richard_Virenque_0004.jpg,0
1451,demo\Data\LFW_Demo\Saddam_Hussein_0014.jpg,demo\Data\LFW_Demo\Mikhail_Wehbe_0001.jpg,0
4963,demo\Data\LFW_Demo\Muhammad_Ali_0005.jpg,demo\Data\LFW_Demo\Muhammad_Ali_0004.jpg,1
3008,demo\Data\LFW_Demo\Guillermo_Coria_0024.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0018.jpg,1
6350,demo\Data\LFW_Demo\Saddam_Hussein_0012.jpg,demo\Data\LFW_Demo\Rudolph_Giuliani_0022.jpg,0
3551,demo\Data\LFW_Demo\Barry_Hinson_0001.jpg,demo\Data\LFW_Demo\Ozzy_Osbourne_0002.jpg,0
3622,demo\Data\LFW_Demo\Saddam_Hussein_0009.jpg,demo\Data\LFW_Demo\Daisy_Fuentes_0001.jpg,0
2754,demo\Data\LFW_Demo\Michael_Douglas_0004.jpg,demo\Data\LFW_Demo\Ariel_Sharon_0004.jpg,0
5093,demo\Data\LFW_Demo\Andre_Agassi_0027.jpg,demo\Data\LFW_Demo\Alexandra_Jackson_0001.jpg,0
2091,demo\Data\LFW_Demo\Michael_Andretti_0001.jpg,demo\Data\LFW_Demo\Kenneth_Branagh_0002.jpg,0
2939,demo\Data\LFW_Demo\Vladimir_Putin_0007.jpg,demo\Data\LFW_Demo\Jose_Dirceu_0001.jpg,0
1055,demo\Data\LFW_Demo\Yoon_Jin-Sik_0001.jpg,demo\Data\LFW_Demo\Jeanne_Moreau_0002.jpg,0
848,demo\Data\LFW_Demo\Vladimir_Putin_0020.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0038.jpg,1
2820,demo\Data\LFW_Demo\Vladimir_Putin_0049.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0015.jpg,1
4556,demo\Data\LFW_Demo\Amelie_Mauresmo_0014.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0011.jpg,1
2275,demo\Data\LFW_Demo\Amelie_Mauresmo_0017.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0016.jpg,1
4001,demo\Data\LFW_Demo\Vladimir_Putin_0022.jpg,demo\Data\LFW_Demo\Paul_Vathis_0001.jpg,0
1294,demo\Data\LFW_Demo\Jim_Kelly_0001.jpg,demo\Data\LFW_Demo\Michael_Lechner_0001.jpg,0
3544,demo\Data\LFW_Demo\Saddam_Hussein_0018.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0013.jpg,1
6158,demo\Data\LFW_Demo\Carlos_Vives_0004.jpg,demo\Data\LFW_Demo\Carlos_Vives_0002.jpg,1
5285,demo\Data\LFW_Demo\Amelie_Mauresmo_0012.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0009.jpg,1
6138,demo\Data\LFW_Demo\Saddam_Hussein_0006.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0004.jpg,1
4687,demo\Data\LFW_Demo\Matthew_Broderick_0004.jpg,demo\Data\LFW_Demo\Matthew_Broderick_0002.jpg,1
5209,demo\Data\LFW_Demo\Bob_Graham_0004.jpg,demo\Data\LFW_Demo\Ain_Seppik_0001.jpg,0
1966,demo\Data\LFW_Demo\Andre_Agassi_0007.jpg,demo\Data\LFW_Demo\George_W_Bush_0204.jpg,0
1112,demo\Data\LFW_Demo\Gordon_Brown_0002.jpg,demo\Data\LFW_Demo\Gordon_Brown_0005.jpg,1
4771,demo\Data\LFW_Demo\Vladimir_Putin_0002.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0018.jpg,1
776,demo\Data\LFW_Demo\Fujio_Cho_0001.jpg,demo\Data\LFW_Demo\Fujio_Cho_0005.jpg,1
6214,demo\Data\LFW_Demo\Amelie_Mauresmo_0015.jpg,demo\Data\LFW_Demo\Esther_Macklin_0001.jpg,0
183,demo\Data\LFW_Demo\Thomas_Fargo_0003.jpg,demo\Data\LFW_Demo\Hugh_Miller_0001.jpg,0
2543,demo\Data\LFW_Demo\Fujio_Cho_0005.jpg,demo\Data\LFW_Demo\Fujio_Cho_0003.jpg,1
4483,demo\Data\LFW_Demo\Jon_Corzine_0001.jpg,demo\Data\LFW_Demo\Mark_Lazarus_0001.jpg,0
4847,demo\Data\LFW_Demo\Vladimir_Putin_0028.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0030.jpg,1
1773,demo\Data\LFW_Demo\Andre_Agassi_0010.jpg,demo\Data\LFW_Demo\Andre_Agassi_0014.jpg,1
1513,demo\Data\LFW_Demo\Dick_Devine_0001.jpg,demo\Data\LFW_Demo\Marat_Safin_0003.jpg,0
3320,demo\Data\LFW_Demo\Tamara_Brooks_0002.jpg,demo\Data\LFW_Demo\Lance_Armstrong_0012.jpg,0
734,demo\Data\LFW_Demo\Kim_Weeks_0001.jpg,demo\Data\LFW_Demo\Gavyn_Arthur_0001.jpg,0
2653,demo\Data\LFW_Demo\Vladimir_Putin_0024.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0010.jpg,1
6167,demo\Data\LFW_Demo\Vladimir_Putin_0036.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0003.jpg,1
1168,demo\Data\LFW_Demo\Richard_Perle_0001.jpg,demo\Data\LFW_Demo\Colin_Powell_0028.jpg,0
5310,demo\Data\LFW_Demo\Marvan_Atapattu_0001.jpg,demo\Data\LFW_Demo\William_Ragland_0001.jpg,0
2952,demo\Data\LFW_Demo\Erika_Reyes_0001.jpg,demo\Data\LFW_Demo\Tony_Blair_0090.jpg,0
4224,demo\Data\LFW_Demo\Fujio_Cho_0002.jpg,demo\Data\LFW_Demo\Ted_Maher_0001.jpg,0
2794,demo\Data\LFW_Demo\Andre_Agassi_0026.jpg,demo\Data\LFW_Demo\Andre_Agassi_0007.jpg,1
4319,demo\Data\LFW_Demo\Yao_Ming_0007.jpg,demo\Data\LFW_Demo\Yao_Ming_0004.jpg,1
4118,demo\Data\LFW_Demo\Amelie_Mauresmo_0019.jpg,demo\Data\LFW_Demo\Richard_Armitage_0001.jpg,0
3393,demo\Data\LFW_Demo\Andre_Agassi_0022.jpg,demo\Data\LFW_Demo\Andre_Agassi_0028.jpg,1
2598,demo\Data\LFW_Demo\Richard_Paul_Evans_0001.jpg,demo\Data\LFW_Demo\Mary_Jo_Myers_0001.jpg,0
485,demo\Data\LFW_Demo\Andre_Agassi_0009.jpg,demo\Data\LFW_Demo\Andre_Agassi_0007.jpg,1
1891,demo\Data\LFW_Demo\Andre_Agassi_0032.jpg,demo\Data\LFW_Demo\Andre_Agassi_0007.jpg,1
452,demo\Data\LFW_Demo\Bruce_Springsteen_0002.jpg,demo\Data\LFW_Demo\Gregory_Geoffroy_0002.jpg,0
3379,demo\Data\LFW_Demo\Vladimir_Putin_0028.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0027.jpg,1
95,demo\Data\LFW_Demo\Vladimir_Putin_0024.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0048.jpg,1
3381,demo\Data\LFW_Demo\Vladimir_Putin_0008.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0038.jpg,1
5025,demo\Data\LFW_Demo\Michael_Douglas_0001.jpg,demo\Data\LFW_Demo\Michael_Douglas_0005.jpg,1
3516,demo\Data\LFW_Demo\Andre_Agassi_0015.jpg,demo\Data\LFW_Demo\Andre_Agassi_0008.jpg,1
30,demo\Data\LFW_Demo\Vladimir_Putin_0008.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0041.jpg,1
1665,demo\Data\LFW_Demo\Vladimir_Putin_0045.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0039.jpg,1
789,demo\Data\LFW_Demo\Andre_Agassi_0015.jpg,demo\Data\LFW_Demo\John_Goold_0001.jpg,0
4786,demo\Data\LFW_Demo\Fujio_Cho_0001.jpg,demo\Data\LFW_Demo\Beth_Jones_0001.jpg,0
3199,demo\Data\LFW_Demo\Gordon_Brown_0006.jpg,demo\Data\LFW_Demo\Elena_Dementieva_0001.jpg,0
5509,demo\Data\LFW_Demo\Andre_Agassi_0006.jpg,demo\Data\LFW_Demo\Andre_Agassi_0004.jpg,1
4680,demo\Data\LFW_Demo\Guillermo_Coria_0017.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0001.jpg,1
2273,demo\Data\LFW_Demo\Mike_Myers_0004.jpg,demo\Data\LFW_Demo\Roberto_Cavalli_0001.jpg,0
3984,demo\Data\LFW_Demo\Jerry_Springer_0003.jpg,demo\Data\LFW_Demo\Gary_Paer_0001.jpg,0
1539,demo\Data\LFW_Demo\Vladimir_Putin_0009.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0030.jpg,1
1109,demo\Data\LFW_Demo\Thomas_Klestil_0001.jpg,demo\Data\LFW_Demo\Lleyton_Hewitt_0012.jpg,0
100,demo\Data\LFW_Demo\Kaio_Almeida_0001.jpg,demo\Data\LFW_Demo\Ashraf_Ghani_0001.jpg,0
5784,demo\Data\LFW_Demo\Fujio_Cho_0002.jpg,demo\Data\LFW_Demo\Celine_Dion_0006.jpg,0
4437,demo\Data\LFW_Demo\Ann_Godbehere_0001.jpg,demo\Data\LFW_Demo\Leandrinho_Barbosa_0001.jpg,0
3796,demo\Data\LFW_Demo\Bruce_Springsteen_0004.jpg,demo\Data\LFW_Demo\John_Elway_0001.jpg,0
1443,demo\Data\LFW_Demo\Vladimir_Putin_0024.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0004.jpg,1
5048,demo\Data\LFW_Demo\Keith_Foulke_0001.jpg,demo\Data\LFW_Demo\Recep_Tayyip_Erdogan_0006.jpg,0
3518,demo\Data\LFW_Demo\Sarah_Hughes_0005.jpg,demo\Data\LFW_Demo\Imre_Kertasz_0001.jpg,0
6119,demo\Data\LFW_Demo\Maggie_Smith_0001.jpg,demo\Data\LFW_Demo\Ally_Sheedy_0001.jpg,0
4747,demo\Data\LFW_Demo\Vladimir_Putin_0003.jpg,demo\Data\LFW_Demo\Ralf_Schumacher_0001.jpg,0
1083,demo\Data\LFW_Demo\Richard_Virenque_0007.jpg,demo\Data\LFW_Demo\George_Robertson_0002.jpg,0
2254,demo\Data\LFW_Demo\Vladimir_Putin_0043.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0040.jpg,1
861,demo\Data\LFW_Demo\Jim_Kelly_0001.jpg,demo\Data\LFW_Demo\Jacques_Chirac_0028.jpg,0
4966,demo\Data\LFW_Demo\Andre_Agassi_0034.jpg,demo\Data\LFW_Demo\Andre_Agassi_0001.jpg,1
903,demo\Data\LFW_Demo\Jonathan_Edwards_0004.jpg,demo\Data\LFW_Demo\Jonathan_Edwards_0006.jpg,1
2464,demo\Data\LFW_Demo\Vladimir_Putin_0031.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0013.jpg,1
109,demo\Data\LFW_Demo\Evan_Marriott_0001.jpg,demo\Data\LFW_Demo\Johnny_Tapia_0001.jpg,0
5076,demo\Data\LFW_Demo\Yasser_Arafat_0006.jpg,demo\Data\LFW_Demo\Yasser_Arafat_0004.jpg,1
